electrode,j,T,V_rev,eta_act,eta_ohm,eta_conc,V_cell,model_act,j0_T,r_total,j_lim
Pt-ref,0.01,298.0,1.2298732968034478,0.006354852891763565,0.00090201312462653,3.221826407553266e-05,1.2371623810839134,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.030204081632653063,298.0,1.2298732968034478,0.017904465748828036,0.0027244478049944175,9.756002474348098e-05,1.2505997703820138,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.05040816326530612,298.0,1.2298732968034478,0.027065112085420697,0.0045468824853623045,0.00016323601063168914,1.2616485273848623,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.07061224489795918,298.0,1.2298732968034478,0.0342429645393258,0.006369317165730192,0.00022924965847231902,1.2707148281669762,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.09081632653061224,298.0,1.2298732968034478,0.04001956303494779,0.008191751846098078,0.00029560445827983686,1.2783802161427735,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.1110204081632653,298.0,1.2298732968034478,0.044809967246130906,0.010014186526465966,0.00036230395445817256,1.285059754530503,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.13122448979591836,298.0,1.2298732968034478,0.048884718370098085,0.011836621206833852,0.0004293517469367872,1.2910239881273164,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.15142857142857144,298.0,1.2298732968034478,0.052422089003691656,0.013659055887201742,0.0004967514923365578,1.296451193186678,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.1716326530612245,298.0,1.2298732968034478,0.055543405834993044,0.015481490567569629,0.0005645069051664246,1.301462700111177,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.19183673469387758,298.0,1.2298732968034478,0.05833411886394198,0.01730392524793752,0.0006326217590517792,1.306143962674379,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.21204081632653063,298.0,1.2298732968034478,0.06085632560916899,0.019126359928305404,0.0007010998879956109,1.3105570822289179,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.23224489795918368,298.0,1.2298732968034478,0.06315640892426741,0.020948794608673292,0.0007699451876734614,1.314748445524062,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.2524489795918367,298.0,1.2298732968034478,0.06526984709857292,0.022771229289041173,0.0008391616167632861,1.3187535348078252,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.2726530612244898,298.0,1.2298732968034478,0.0672243414206023,0.024593663969409065,0.0009087531983113544,1.3226000553917705,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.29285714285714287,298.0,1.2298732968034478,0.06904191083390357,0.026416098649776953,0.0009787240211353674,1.3263100303082638,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.3130612244897959,298.0,1.2298732968034478,0.07074033285784083,0.028238533330144838,0.0010490782412660169,1.3299012412326996,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.333265306122449,298.0,1.2298732968034478,0.07233415885176668,0.030060968010512727,0.0011198200834282581,1.3333882437491558,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.353469387755102,298.0,1.2298732968034478,0.07383544486292255,0.03188340269088061,0.0011909538425636133,1.3367830981998146,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.37367346938775514,298.0,1.2298732968034478,0.07525428792678662,0.03370583737124851,0.00126248388539488,1.3400959059868778,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.39387755102040817,298.0,1.2298732968034478,0.07659922644409954,0.03552827205161639,0.001334414652034669,1.3433352099511984,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.41408163265306125,298.0,1.2298732968034478,0.07787754375695395,0.037350706731984276,0.001406750657639251,1.3465082979500251,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.4342857142857143,298.0,1.2298732968034478,0.07909550157896825,0.03917314141235216,0.0014794964941092586,1.3496214362888774,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.45448979591836736,298.0,1.2298732968034478,0.08025852178691713,0.04099557609272005,0.001552656831838836,1.352680051514924,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.4746938775510204,298.0,1.2298732968034478,0.08137132964788334,0.04281801077308794,0.0016262364215149125,1.355688873645934,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.49489795918367346,298.0,1.2298732968034478,0.08243806786492415,0.04464044545345582,0.0017002400959683244,1.3586520502177961,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.5151020408163265,298.0,1.2298732968034478,0.08346238827362078,0.04646288013382371,0.0017746727720785948,1.3615732379829708,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.5353061224489796,298.0,1.2298732968034478,0.08444752623143094,0.0482853148141916,0.001849539452734246,1.3644556773018046,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.5555102040816327,298.0,1.2298732968034478,0.0853963614665853,0.050107749494559484,0.001924845228850597,1.367302252993443,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.5757142857142857,298.0,1.2298732968034478,0.08631146823281333,0.051930184174927375,0.002000595281447087,1.3701155444926356,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.5959183673469388,298.0,1.2298732968034478,0.08719515694346733,0.05375261885529526,0.0020767948837862355,1.3728978674859966,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.6161224489795918,298.0,1.2298732968034478,0.0880495089612503,0.055575053535663145,0.0021534494035764552,1.3756513087039377,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.636326530612245,298.0,1.2298732968034478,0.08887640584805678,0.057397488216031044,0.0022305643052410217,1.3783777551727765,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.656530612244898,298.0,1.2298732968034478,0.08967755409885754,0.05921992289639892,0.002308145152255567,1.3810789189509598,butler-volmer,0.02,0.090201312462653,3.9902653971846744
Pt-ref,0.676734693877551,298.0,1.2298732968034478,0.09045450616976375,0.06104235757676681,0.002386197609556665,1.3837563581595351,butler-volmer,0.02,0.090201312462653,3.9902653971846744
